Latest Property File,Key,Latest Value
registration-processor-default.properties,packetmanager.provider.messagesender.IDSchemaVersion,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.registrationType,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.registrationType,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.phone,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.residenceStatus,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.messagesender.middleName,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine2,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,packetmanager.provider.workflowmanager.cregion,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
registration-processor-default.properties,mosip.biometric.sdk.providers.finger.mosip-ref-impl-sdk-client.config.parameter.restTemplate-max-connection-per-route,100
registration-processor-default.properties,packetmanager.provider.workflowmanager.region,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT"
resident-default.properties,resident.event.type.UPDATE_MY_UIN.template.property,mosip.event.type.UPDATE_MY_UIN
resident-default.properties,resident.request.failed.status.list.GET_MY_ID,FAILED
resident-default.properties,resident.LOCKED.template.property.attribute.list,mosip.locked.template.property
resident-default.properties,resident.auth-type-code.KYC-AUTH.code,mosip.auth-type-code.KYC-AUTH
resident-default.properties,resident.auth-type-code.STATIC-PIN-AUTH.code,mosip.auth-type-code.STATIC-PIN-AUTH
resident-default.properties,resident.template.sms.success.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-success_SMS
resident-default.properties,resident.request.new.status.list.REVOKE_VID,NEW
resident-default.properties,resident.auth.proxy.partners.id,mosip.resident.auth.proxy.partners
resident-default.properties,resident.template.email.content.cancelled.UPDATE_MY_UIN,update-demo-data-discarded-email-content
resident-default.properties,resident.template.purpose.success.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-positive-purpose
resident-default.properties,resident.request.new.status.list.SEND_OTP,
resident-default.properties,resident.cache.expiry.time.millisec.getRegistrationCenterWorkingDays,86400000
resident-default.properties,resident.request.new.status.list.ORDER_PHYSICAL_CARD,NEW
resident-default.properties,logging.level.io.mosip.resident.filter,INFO
resident-default.properties,resident.auth-type-code.FINGERPRINT-AUTH.code,mosip.auth-type-code.FINGERPRINT-AUTH
resident-default.properties,resident.template.email.content.success.VID_CARD_DOWNLOAD,vid-card-download-success-email-content
resident-default.properties,resident.notification.click.id,mosip.resident.notification.click
resident-default.properties,resident.template.email.subject.failure.VALIDATE_OTP,verify-my-phone-email-failure-email-subject
resident-default.properties,resident.cache.expiry.time.millisec.getRegistrationCentersByHierarchyLevel,86400000
resident-default.properties,resident.websub.callback.credential-status.url,${mosip.api.internal.url}${resident.websub.callback.credential-status.relative.url}
resident-default.properties,resident.request.notification.status.list.ORDER_PHYSICAL_CARD,"PAYMENT_CONFIRMED,ISSUED,PRINTING,IN_TRANSIT,CARD_DELIVERED,FAILED,PAYMENT_FAILED,CARD_DELIVERED"
resident-default.properties,mosip.kernel.keymanager.hsm.config-path,
resident-default.properties,resident.request.failed.status.list.DOWNLOAD_PERSONALIZED_CARD,FAILED
resident-default.properties,resident.demo.template.property.attribute.list,mosip.demo.template.property
resident-default.properties,resident.event.type.AUTH_TYPE_LOCK_UNLOCK.template.property,mosip.event.type.AUTH_TYPE_LOCK_UNLOCK
resident-default.properties,resident.request.success.status.list.AUTH_TYPE_LOCK_UNLOCK,COMPLETED
resident-default.properties,resident.template.email.content.request-received.ORDER_PHYSICAL_CARD,order-a-physical-card-request-received-email-content
resident-default.properties,resident.template.email.content.success.VALIDATE_OTP,verify-my-phone-email-success-email-content
resident-default.properties,resident.auth-type-code.STATIC-PIN-STORAGE.code,mosip.auth-type-code.STATIC-PIN-STORAGE
resident-default.properties,resident.event.type.AUTHENTICATION_REQUEST.template.property,mosip.event.type.AUTHENTICATION_REQUEST
resident-default.properties,resident.event.type.DEFAULT.template.property,mosip.event.type.DEFAULT
resident-default.properties,resident-transliteration-workaround-for-eng-fra,"eng-hin,hin-fra"
resident-default.properties,resident.request.new.status.list.BOOK_AN_APPOINTMENT,
resident-default.properties,resident.id-auth.request-type.OTP-AUTH.SUCCESS.descr,mosip.ida.auth-request.OTP-AUTH.Y.descr
resident-default.properties,resident.bio-IRIS.template.property.attribute.list,mosip.bio-iris.template.property
resident-default.properties,resident.id-auth.request-type.TOKEN-AUTH.FAILED.descr,mosip.ida.auth-request.TOKEN-AUTH.N.descr
resident-default.properties,idrepo-dummy-online-verification-partner-id,MOVP
resident-default.properties,resident.template.email.subject.request-received.REVOKE_VID,gen-or-revoke-vid-request-received-email-subject
resident-default.properties,resident.request.cancelled.status.list.AUTHENTICATION_REQUEST,
resident-default.properties,resident.template.summary.success.UPDATE_MY_UIN,update-demo-data-success-summary
resident-default.properties,resident.request.notification.status.list.AUTH_TYPE_LOCK_UNLOCK,"COMPLETED,FAILED"
resident-default.properties,mosip.resident.authentication.mode.property,authenticationMode
resident-default.properties,resident.template.sms.request-received.REVOKE_VID,gen-or-revoke-vid-request-received_SMS
resident-default.properties,resident.request.notification.status.list.UPDATE_MY_UIN,"PROCESSED,DATA_UPDATED,STORED,CARD_READY_TO_DOWNLOAD,CARD_DOWNLOADED,FAILED,REJECTED,REPROCESS_FAILED,IDENTITY_UPDATED"
resident-default.properties,mosip.resident.zoom,14
resident-default.properties,resident.template.purpose.success.ORDER_PHYSICAL_CARD,order-a-physical-card-positive purpose
resident-default.properties,resident.template.email.subject.failure.GENERATE_VID,gen-or-revoke-vid-failure-email-subject
resident-default.properties,resident.id-auth.request-type.KYC-EXCHANGE.SUCCESS.descr,mosip.ida.auth-request.KYC-EXCHANGE.Y.descr
resident-default.properties,logging.level.io.mosip.resident.aspect.DatabaseLoggingAspect,INFO
resident-default.properties,resident.request.cancelled.status.list.GENERATE_VID,
resident-default.properties,resident.event.type.SEND_OTP.template.property,mosip.event.type.SEND_OTP
resident-default.properties,resident.template.sms.request-received.GET_MY_ID,get-my-uin-card-request-received_SMS
resident-default.properties,resident.template.purpose.regproc-success.UPDATE_MY_UIN,update-demo-data-regproc-success-purpose
resident-default.properties,spring.datasource.hikari.minimum-idle,15
resident-default.properties,resident.template.sms.failure.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-failure_SMS
resident-default.properties,resident.request.cancelled.status.list.SHARE_CRED_WITH_PARTNER,
resident-default.properties,resident.template.email.content.success.GENERATE_VID,gen-or-revoke-vid-success-email-content
resident-default.properties,mosip.pdf.header.logo.url,https://mosip.io/images/mosipn-logo.png
resident-default.properties,resident.template.email.content.request-received.VALIDATE_OTP,verify-my-phone-email-request-received-email-content
resident-default.properties,resident.template.summary.success.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-success-summary
resident-default.properties,resident.template.sms.regproc-success.UPDATE_MY_UIN,update-demo-data-regproc-success_SMS
resident-default.properties,IDA_INTERNAL,${mosip.ida.internal.url}/idauthentication/v1/internal
resident-default.properties,resident.request.failed.status.list.VID_CARD_DOWNLOAD,FAILED
resident-default.properties,resident.template.sms.request-received.GENERATE_VID,gen-or-revoke-vid-request-received_SMS
resident-default.properties,resident.event.type.VALIDATE_OTP.template.property,mosip.event.type.VALIDATE_OTP
resident-default.properties,resident.VALIDATION_STAGE.packet-transaction-type-code.list,"CMD_VALIDATION,OPERATOR_VALIDATION,QUALITY_CLASSIFIER,SUPERVISOR_VALIDATION,INTRODUCER_VALIDATION,BIOMETRIC_AUTHENTICATION,EXTERNAL_INTEGRATION"
resident-default.properties,resident.request.failed.status.list.AUTH_TYPE_LOCK_UNLOCK,FAILED
resident-default.properties,resident.auth-type-code.KYC-EXCHANGE.code,mosip.auth-type-code.KYC-EXCHANGE
resident-default.properties,resident.request.success.status.list.GET_MY_ID,"CARD_DOWNLOADED,OTP_VERIFIED"
resident-default.properties,resident.template.sms.failure.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-failure_SMS
resident-default.properties,subscriptions-delay-on-startup_millisecs,120000
resident-default.properties,resident.request.in-progress.status.list.UPDATE_MY_UIN,"PROCESSING,PAUSED,RESUMABLE,REPROCESS,PAUSED_FOR_ADDITIONAL_INFO,IDENTITY_UPDATED"
resident-default.properties,resident.request.notification.status.list.SHARE_CRED_WITH_PARTNER,"FAILED,RECEIVED,DATA_SHARED_SUCCESSFULLY,STORED"
resident-default.properties,resident.template.email.subject.request-received.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-request-received-email-subject
resident-default.properties,resident.authentication-request.partner.type,Auth_Partner
resident-default.properties,resident.template.sms.failure.VALIDATE_OTP,verify-my-phone-email-failure_SMS
resident-default.properties,resident.attribute.names.without.documents.required,"preferredLanguage,email,phone"
resident-default.properties,resident.template.email.content.request-received.GET_MY_ID,get-my-uin-card-request-received-email-content
resident-default.properties,resident.request.success.status.list.DEFAULT,
resident-default.properties,resident.id-auth.request-type.TOKEN-REQUEST.SUCCESS.descr,mosip.ida.auth-request.TOKEN-REQUEST.Y.descr
resident-default.properties,resident.template.sms.request-received.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-request-received_SMS
resident-default.properties,resident.id-auth.request-type.TOKEN-AUTH.SUCCESS.descr,mosip.ida.auth-request.TOKEN-AUTH.Y.descr
resident-default.properties,DYNAMIC_FIELD_BASED_ON_FIELD_NAME,${MASTER}/dynamicfields/{fieldName}
resident-default.properties,mosip.resident.discard.pending.drafts,mosip.resident.discard.pending.drafts
resident-default.properties,resident.template.email.content.regproc-success.UPDATE_MY_UIN,update-demo-data-regproc-success-email-content
resident-default.properties,resident.template.email.subject.request-received.VALIDATE_OTP,verify-my-phone-email-request-received-email-subject
resident-default.properties,LOCATION_HIERARCHY,${MASTER}/locationHierarchyLevels
resident-default.properties,resident-transliteration-workaround-for-eng-spa,"eng-hin,hin-spa"
resident-default.properties,resident.template.sms.failure.VID_CARD_DOWNLOAD,vid-card-download-failure_SMS
resident-default.properties,resident.request.failed.status.list.AUTHENTICATION_REQUEST,"AUTHENTICATION_FAILED,N"
resident-default.properties,resident.template.email.content.request-received.UPDATE_MY_UIN,update-demo-data-request-received-email-content
resident-default.properties,resident.template.sms.success.ORDER_PHYSICAL_CARD,order-a-physical-card-success_SMS
resident-default.properties,resident.cache.expiry.time.millisec.getLocationHierarchyLevelByLangCode,86400000
resident-default.properties,resident.auth-type-code.OTP.code,mosip.auth-type-code.OTP
resident-default.properties,resident.request.new.status.list.DEFAULT,
resident-default.properties,resident.template.email.subject.success.SEND_OTP,receive-otp-mail-subject
resident-default.properties,resident.cache.expiry.time.millisec.getImmediateChildrenByLocCodeAndLangCode,86400000
resident-default.properties,resident.template.sms.failure.UPDATE_MY_UIN,update-demo-data-failure_SMS
resident-default.properties,resident.template.sms.success.SEND_OTP,receive-otp
resident-default.properties,resident.template.summary.success.ORDER_PHYSICAL_CARD,order-a-physical-card-success-summary
resident-default.properties,resident.EMAIL.template.property.attribute.list,mosip.email.template.property
resident-default.properties,resident.request.cancelled.status.list.BOOK_AN_APPOINTMENT,
resident-default.properties,resident.template.email.content.failure.GET_MY_ID,get-my-uin-card-failure-email-content
resident-default.properties,resident.template.purpose.success.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-positive-purpose
resident-default.properties,resident.service-type.DATA_UPDATE_REQUEST.template.property,mosip.service.type.DATA_UPDATE_REQUEST
resident-default.properties,resident.template.sms.request-received.VALIDATE_OTP,verify-my-phone-email-request-received_SMS
resident-default.properties,resident.template.email.subject.failure.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-failure-email-subject
resident-default.properties,resident.template.email.content.failure.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-failure-email-content
resident-default.properties,resident.template.email.subject.success.REVOKE_VID,gen-or-revoke-vid-success-email-subject
resident-default.properties,mosip.resident.async-max-pool-size,100
resident-default.properties,resident.template.summary.success.VID_CARD_DOWNLOAD,vid-card-download-positive-summary
resident-default.properties,resident.send.card.id,mosip.resident.send.card
resident-default.properties,resident.event.type.GET_MY_ID.template.property,mosip.event.type.GET_MY_ID
resident-default.properties,hibernate.dialect,org.hibernate.dialect.PostgreSQLDialect
resident-default.properties,resident.request.success.status.list.ORDER_PHYSICAL_CARD,CARD_DELIVERED
resident-default.properties,resident.VERIFICATION_STAGE.packet-transaction-type-code.list,"DEMOGRAPHIC_VERIFICATION,MANUAL_ADJUDICATION,VERIFICATION,BIOGRAPHIC_VERIFICATION"
resident-default.properties,resident.template.purpose.success.UPDATE_MY_UIN,update-demo-data-positive-purpose
resident-default.properties,resident.template.email.subject.failure.GET_MY_ID,get-my-uin-card-failure-email-subject
resident-default.properties,resident.request.success.status.list.SEND_OTP,
resident-default.properties,resident.pinned.eventid.id,mosip.resident.pinned.eventid
resident-default.properties,resident.template.sms.request-received.UPDATE_MY_UIN,update-demo-data-request-received_SMS
resident-default.properties,RESIDENT_SERVICE,${mosip.resident.url}${mosip.service-context}
resident-default.properties,resident.request.cancelled.status.list.REVOKE_VID,
resident-default.properties,resident.batchjob.process.success.status.list.DOWNLOAD_PERSONALIZED_CARD,CARD_DOWNLOADED
resident-default.properties,resident.request.failed.status.list.REVOKE_VID,FAILED
resident-default.properties,resident.request.failed.status.list.SHARE_CRED_WITH_PARTNER,FAILED
resident-default.properties,resident.id-auth.request-type.FINGERPRINT-AUTH.SUCCESS.descr,mosip.ida.auth-request.FINGERPRINT-AUTH.Y.descr
resident-default.properties,resident.request.success.status.list.REVOKE_VID,VID_REVOKED
resident-default.properties,IMMEDIATE_CHILDREN_BY_LOCATION_CODE,${MASTER}/locations/immediatechildren
resident-default.properties,resident.event.status.CANCELED.template.property,mosip.event.status.cancelled.template
resident-default.properties,resident.template.sms.failure.GET_MY_ID,get-my-uin-card-failure_SMS
resident-default.properties,resident.CARD_READY_TO_DOWNLOAD.packet-transaction-type-code.list,"PRINT_SERVICE,PRINT_POSTAL_SERVICE,PRINT"
resident-default.properties,resident.request.failed.status.list.DEFAULT,
resident-default.properties,resident.websub.request.decorator.filter.enabled,true
resident-default.properties,resident.auth-type-code.DEMO-AUTH.code,mosip.auth-type-code.DEMO-AUTH
resident-default.properties,resident.websub.callback.regproc.workflow.complete.relative.url,${server.servlet.context-path}/callback/regprocworkflow
resident-default.properties,resident.cache.expiry.time.millisec.getCoordinateSpecificRegistrationCenters,86400000
resident-default.properties,resident.template.email.subject.success.GET_MY_ID,get-my-uin-card-success-email-subject
resident-default.properties,resident.service-type.SERVICE_REQUEST.template.property,mosip.service.type.SERVICE_REQUEST
resident-default.properties,resident.template.email.content.failure.UPDATE_MY_UIN,update-demo-data-failure-email-content
resident-default.properties,resident.template.purpose.success.VALIDATE_OTP,verify-my-phone-email-positive-purpose
resident-default.properties,DYNAMIC_FIELD_BASED_ON_LANG_CODE_AND_FIELD_NAME,${MASTER}/dynamicfields/{fieldName}/{langcode}
resident-default.properties,resident.service-type.AUTHENTICATION_REQUEST.template.property,mosip.service.type.AUTHENTICATION_REQUEST
resident-default.properties,resident.template.sms.success.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-success_SMS
resident-default.properties,resident.template.email.content.failure.VALIDATE_OTP,verify-my-phone-email-failure-email-content
resident-default.properties,resident.events.eventid.id,mosip.resident.events.eventid
resident-default.properties,resident.db.logging.aspect.enabled,false
resident-default.properties,resident.template.purpose.success.GET_MY_ID,get-my-uin-card-positive-purpose
resident-default.properties,resident.template.email.content.success.ORDER_PHYSICAL_CARD,order-a-physical-card-success-email-content
resident-default.properties,resident.cache.expiry.time.millisec.getGenderCodeByGenderTypeAndLangCode,86400000
resident-default.properties,resident.template.purpose.failure.ORDER_PHYSICAL_CARD,order-a-physical-card-negative purpose
resident-default.properties,resident.template.email.content.success.SEND_OTP,receive-otp-mail-content
resident-default.properties,resident.request.new.status.list.GET_MY_ID,NEW
resident-default.properties,resident.id-auth.request-type.IRIS-AUTH.FAILED.descr,mosip.ida.auth-request.IRIS-AUTH.N.descr
resident-default.properties,resident.template.email.subject.failure.ORDER_PHYSICAL_CARD,order-a-physical-card-failure-email-subject
resident-default.properties,resident.template.email.content.success.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-success-email-content
resident-default.properties,resident.template.purpose.success.AUTHENTICATION_REQUEST,authentication-request-positive-purpose
resident-default.properties,resident.id-auth.request-type.OTP-REQUEST.SUCCESS.descr,mosip.ida.auth-request.OTP-REQUEST.Y.descr
resident-default.properties,resident.id-auth.request-type.DEMO-AUTH.SUCCESS.descr,mosip.ida.auth-request.DEMO-AUTH.Y.descr
resident-default.properties,resident.template.email.content.success.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-success-email-content
resident-default.properties,resident.template.sms.failure.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-failure_SMS
resident-default.properties,resident.template.purpose.failure.GENERATE_VID,gen-or-revoke-vid-negative-purpose
resident-default.properties,resident.id-auth.request-type.KYC-AUTH.FAILED.descr,mosip.ida.auth-request.KYC-AUTH.N.descr
resident-default.properties,resident.template.purpose.failure.VID_CARD_DOWNLOAD,vid-card-download-negative-purpose
resident-default.properties,resident.template.email.content.failure.REVOKE_VID,gen-or-revoke-vid-failure-email-content
resident-default.properties,mosip.ida.partner.type,Online_Verification_Partner
resident-default.properties,resident.template.purpose.success.VID_CARD_DOWNLOAD,vid-card-download-positive-purpose
resident-default.properties,resident.template.email.content.request-received.GENERATE_VID,gen-or-revoke-vid-request-received-email-content
resident-default.properties,resident.template.email.subject.cancelled.UPDATE_MY_UIN,update-demo-data-discarded-email-subject
resident-default.properties,PMS_PARTNER_MANAGER,${mosip.pms.partnermanager.url}/v1/partnermanager
resident-default.properties,resident.request.cancelled.status.list.GET_MY_ID,
resident-default.properties,resident.id-auth.request-type.UNKNOWN.SUCCESS.descr,mosip.ida.auth-request.UNKNOWN.Y.descr
resident-default.properties,resident.template.purpose.success.REVOKE_VID,gen-or-revoke-vid-positive-purpose
resident-default.properties,resident.id-auth.request-type.IDENTITY-KEY-BINDING.SUCCESS.descr,mosip.ida.auth-request.IDENTITY-KEY-BINDING.Y.descr
resident-default.properties,resident.template.sms.request-received.ORDER_PHYSICAL_CARD,order-a-physical-card-request-received_SMS
resident-default.properties,resident.auth-type-code.IRIS-AUTH.code,mosip.auth-type-code.IRIS-AUTH
resident-default.properties,resident.future.time.limit,60
resident-default.properties,resident.template.email.content.request-received.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-request-received-email-content
resident-default.properties,resident.template.summary.success.GET_MY_ID,get-my-uin-card-success-summary
resident-default.properties,resident.request.cancelled.status.list.SEND_OTP,
resident-default.properties,resident.template.email.content.regproc-failure.UPDATE_MY_UIN,update-demo-data-regproc-failure-email-content
resident-default.properties,IDREPO_IDENTITY_DISCARD_DRAFT,${IDREPO_IDENTITY}/draft/discard/
resident-default.properties,resident.template.email.subject.success.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-success-email-subject
resident-default.properties,resident.template.email.content.failure.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-failure-email-content
resident-default.properties,resident.profile.id,mosip.resident.profile.get
resident-default.properties,resident.cache.expiry.time.millisec.getCenterDetails,86400000
resident-default.properties,resident.otp-email.template.property.attribute.list,mosip.otp-email.template.property
resident-default.properties,resident.template.email.content.failure.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-failure-email-content
resident-default.properties,resident.cache.expiry.time.millisec.getLocationDetailsByLocCodeAndLangCode,86400000
resident-default.properties,mosip.resident.maxZoom,18
resident-default.properties,resident.template.summary.success.DOWNLOAD_PERSONALIZED_CARD,cust-and-down-my-card-success-summary
resident-default.properties,logging.level.io.mosip.resident,INFO
resident-default.properties,mosip.resident.get.pending.drafts,mosip.resident.get.pending.drafts
resident-default.properties,resident.request.failed.status.list.ORDER_PHYSICAL_CARD,"FAILED,PAYMENT_FAILED"
resident-default.properties,resident.template.email.subject.success.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-success-email-subject
resident-default.properties,resident.template.summary.success.VALIDATE_OTP,verify-my-phone-email-success-summary
resident-default.properties,amr-acr.json.filename,amr-acr-mapping.json
resident-default.properties,resident.request.new.status.list.VALIDATE_OTP,OTP_REQUESTED
resident-default.properties,resident.request.failed.status.list.BOOK_AN_APPOINTMENT,
resident-default.properties,resident.service-type.DATA_SHARE_REQUEST.template.property,mosip.service.type.DATA_SHARE_REQUEST
resident-default.properties,resident.cache.expiry.time.millisec.getValidDocumentByLangCode,86400000
resident-default.properties,resident.websub.callback.credential-status.relative.url,${server.servlet.context-path}/callback/credentialStatusUpdate
resident-default.properties,resident.auth-type-code.L1-bio-device.code,mosip.auth-type-code.L1-bio-device
resident-default.properties,resident.request.failed.status.list.VALIDATE_OTP,OTP_VERIFICATION_FAILED
resident-default.properties,resident.auth-type-code.TOKEN-REQUEST.code,mosip.auth-type-code.TOKEN-REQUEST
resident-default.properties,resident.template.email.subject.request-received.VID_CARD_DOWNLOAD,vid-card-download-request-received-email-subject
resident-default.properties,resident.update.preferred.language.by.name,true
resident-default.properties,resident.request.new.status.list.DOWNLOAD_PERSONALIZED_CARD,NEW
resident-default.properties,resident.service-type.ID_MANAGEMENT_REQUEST.template.property,mosip.service.type.ID_MANAGEMENT_REQUEST
resident-default.properties,resident.request.cancelled.status.list.DEFAULT,
resident-default.properties,mosip.kernel.keymanager.hsm.keystore-pass,
resident-default.properties,resident.request.cancelled.status.list.DOWNLOAD_PERSONALIZED_CARD,
resident-default.properties,resident.template.sms.success.GET_MY_ID,get-my-uin-card-success_SMS
resident-default.properties,resident.template.email.subject.request-received.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-request-received-email-subject
resident-default.properties,resident.template.sms.success.UPDATE_MY_UIN,update-demo-data-success_SMS
resident-default.properties,resident.id-auth.request-type.UNKNOWN.FAILED.descr,mosip.ida.auth-request.UNKNOWN.N.descr
resident-default.properties,mosip.resident.minZoom,5
resident-default.properties,resident.id-auth.request-type.FACE-AUTH.FAILED.descr,mosip.ida.auth-request.FACE-AUTH.N.descr
resident-default.properties,resident.event.status.SUCCESS.template.property,mosip.event.status.success.template
resident-default.properties,resident.template.email.content.request-received.REVOKE_VID,gen-or-revoke-vid-request-received-email-content
resident-default.properties,resident.cache.expiry.time.millisec.getLocationHierarchyLevels,86400000
resident-default.properties,mosip.resident.async-core-pool-size,100
resident-default.properties,mosip.resident.discard.pending.drafts.version,1.0
resident-default.properties,resident.template.purpose.failure.UPDATE_MY_UIN,update-demo-data-negative-purpose
resident-default.properties,resident.request.success.status.list.VID_CARD_DOWNLOAD,"STORED,CARD_READY_TO_DOWNLOAD,CARD_DOWNLOADED"
resident-default.properties,resident.logging.filter.enabled,false
resident-default.properties,resident.request.in-progress.status.list.VID_CARD_DOWNLOAD,ISSUED
resident-default.properties,mosip.credential.store.id,mosip.credential.store
resident-default.properties,resident.template.sms.request-received.VID_CARD_DOWNLOAD,vid-card-download-request-received_SMS
resident-default.properties,resident.auth-type-code.OTP-REQUEST.code,mosip.auth-type-code.OTP-REQUEST
resident-default.properties,resident.UNLOCKED.template.property.attribute.list,mosip.unlocked.template.property
resident-default.properties,resident.template.email.subject.failure.SHARE_CRED_WITH_PARTNER,share-cred-with-partner-failure-email-subject
resident-default.properties,resident.UIN_GENERATION_STAGE.packet-transaction-type-code.list,"UIN_GENERATOR,BIOMETRIC_EXTRACTION,NOTIFICATION,FINALIZATION,PACKET_REPROCESS"
resident-default.properties,resident.request.in-progress.status.list.AUTH_TYPE_LOCK_UNLOCK,
resident-default.properties,resident.template.email.content.success.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-success-email-content
resident-default.properties,resident.template.sms.cancelled.UPDATE_MY_UIN,update-demo-data-discarded-SMS
resident-default.properties,resident.bio-FINGER.template.property.attribute.list,mosip.bio-finger.template.property
resident-default.properties,KEYMANAGER,${mosip.kernel.keymanager.url}/v1/keymanager
resident-default.properties,resident.id-auth.request-type.STATIC-PIN-AUTH.FAILED.descr,mosip.ida.auth-request.STATIC-PIN-AUTH.N.descr
resident-default.properties,mosip.kernel.keymanager.hsm.keystore-type,OFFLINE
resident-default.properties,resident.id-auth.request-type.TOKEN-REQUEST.FAILED.descr,mosip.ida.auth-request.TOKEN-REQUEST.N.descr
resident-default.properties,resident.template.sms.failure.ORDER_PHYSICAL_CARD,order-a-physical-card-failure_SMS
resident-default.properties,resident.request.new.status.list.UPDATE_MY_UIN,NEW
resident-default.properties,resident.cache.expiry.time.millisec.templateCache,86400000
resident-default.properties,mosip.regproc.workflow.complete.topic,REGISTRATION_PROCESSOR_WORKFLOW_COMPLETED_EVENT
resident-default.properties,resident.websub.credential-status.secret,${resident.websub.credential.status.update.secret}
resident-default.properties,resident.template.purpose.failure.AUTHENTICATION_REQUEST,authentication-request-negative-purpose
resident-default.properties,resident.attribute.separator.fullAddress,","
resident-default.properties,re-subscription-interval-in-seconds,43200
resident-default.properties,resident.in-progress.packet-status-code.list,"PROCESSING,REREGISTER,RESEND,RECEIVED,UPLOAD_PENDING,AWAITING_INFORMATION,REPROCESS"
resident-default.properties,resident.cache.expiry.time.millisec.partnerCache,86400000
resident-default.properties,IDREPO_IDENTITY,${mosip.idrepo.identity.url}/idrepository/v1/identity
resident-default.properties,resident.download.nearest.reg.centers.id,mosip.resident.download.nearest.reg.centers
resident-default.properties,resident.request.success.status.list.AUTHENTICATION_REQUEST,"AUTHENTICATION_SUCCESSFUL,Y"
resident-default.properties,resident.PHONE.template.property.attribute.list,mosip.phone.template.property
resident-default.properties,resident.template.email.subject.success.GENERATE_VID,gen-or-revoke-vid-success-email-subject
resident-default.properties,resident.failure.packet-status-code.list,"REJECTED,FAILED,REPROCESS_FAILED"
resident-default.properties,resident.template.email.subject.success.VID_CARD_DOWNLOAD,vid-card-download-success-email-subject
resident-default.properties,resident.auth-type-code.EKYC-AUTH.code,mosip.auth-type-code.EKYC-AUTH
resident-default.properties,resident.id-auth.request-type.STATIC-PIN-STORAGE.SUCCESS.descr,mosip.ida.auth-request.STATIC-PIN-STORAGE.Y.descr
resident-default.properties,resident.template.sms.request-received.AUTH_TYPE_LOCK_UNLOCK,lock-unlock-auth-request-received_SMS
resident-default.properties,resident.template.email.content.success.REVOKE_VID,gen-or-revoke-vid-success-email-content
resident-default.properties,resident.template.summary.success.GENERATE_VID,gen-or-revoke-vid-success-summary
resident-default.properties,resident.notification.id,mosip.resident.notification.get
resident-default.properties,resident.template.sms.failure.REVOKE_VID,gen-or-revoke-vid-failure_SMS
