Property file name,Key,Old Value,Latest Value,Property Category,Configuration Action
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine2,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,mosip.kernel.keymanager.hsm.keystore-pass,,,N/A,update-if-value-needs-change
credential-service-default.properties,mosip.format.function.address,,formatAddress,N/A,update-if-value-needs-change
credential-service-default.properties,mosip.credential.address.attribute.names,,"fullAddress,address",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.registrationType,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.bloodType,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.axios.timeout,,3,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.referenceIdentityNumber,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
data-share-default.properties,mosip.compliance.toolkit.invalidateDataShareToken.testCaseId,,ABIS3031,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.UIN,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.proofOfDateOfBirth,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfAddress,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.suffix,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
data-share-default.properties,logging.level.org.springframework.web,,INFO,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine1,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.email,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,spring.datasource.hikari.maximum-pool-size,,45,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.cpostalCode,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.gender,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.zone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
id-authentication-default.properties,mosip.ida.authentication.error.eventing.enabled,,true,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine3,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.maritalStatus,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.phone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.residenceStatus,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,mosip.ida.domain-url,,${mosipbox.public.url},N/A,update-if-value-needs-change
credential-service-default.properties,mosip.format.function.name,,formatName,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.cprovince,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.IDSchemaVersion,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.addressLine1,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.region,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
kernel-default.properties,mosip.role.keymanager.postgetcacertificates,,PARTNER_ADMIN,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.addressLine2,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.caddressLine4,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfIdentity,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.modeOfClaim,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.province,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine3,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.bloodType,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
data-share-default.properties,mosip.compliance.toolkit.saveDataShareToken.url,,${mosip.api.internal.toolkit.url}/saveDataShareToken,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.city,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.prereg.applicationdetails.fra,,préinscription,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.individualBiometrics[Iris],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.parentOrGuardianUIN,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.individualBiometrics[Face],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.czone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.suffix,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.parentOrGuardianUIN,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.parentOrGuardianRID,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
syncdata-default.properties,mosip.kernel.client.crypto.iv-length,,16,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.cpostalCode,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.czone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.gender,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.cprovince,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.postalCode,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.region,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
credential-service-default.properties,mosip.mask.function.identityAttributes.phone,,maskPhone,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.IDSchemaVersion,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.individualBiometrics[Iris],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,subscriptions-delay-on-startup_millisecs,,120000,N/A,update-if-value-needs-change
kernel-default.properties,mosip.role.keymanager.getgetpartnersignedcertificatepartnercertid,,"ZONAL_ADMIN,GLOBAL_ADMIN,PARTNER_ADMIN,PARTNER",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine4,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
syncdata-default.properties,mosip.kernel.client.crypto.aad-length,,12,N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.updateregistration.applicationdetails.ara,,\u0627\u0644\u062D\u062C\u0632 \u0644\u062A\u062D\u062F\u064A\u062B \u0627\u0644\u062A\u0633\u062C\u064A\u0644,N/A,update-if-value-needs-change
registration-processor-default.properties,mosip.regproc.packet.uploader.eventbus.kafka.max.poll.interval,,900000,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.cregion,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.middleName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.city,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,DYNAMIC_FIELD_BASED_ON_FIELD_NAME,,${MASTER}/dynamicfields/{fieldName},N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfIdentity,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.lostuin.applicationdetails.ara,,\u0627\u0644\u062D\u062C\u0632 \u0644\u0627\u0633\u062A\u0631\u062F\u0627\u062F UIN \u0627\u0644\u0645\u0641\u0642\u0648\u062F,N/A,update-if-value-needs-change
resident-default.properties,hibernate.dialect,,org.hibernate.dialect.PostgreSQLDialect,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.referenceIdentityNumber,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,DYNAMIC_FIELD_BASED_ON_LANG_CODE_AND_FIELD_NAME,,${MASTER}/dynamicfields/{fieldName}/{langcode},N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.individualBiometrics[Iris],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.lastName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.prereg.applicationdetails.ara,,\u0627\u0644\u062A\u0633\u062C\u064A\u0644 \u0627\u0644\u0645\u0633\u0628\u0642,N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.session.inactivity.prompt.timer,,5,N/A,update-if-value-needs-change
resident-default.properties,LOCATION_HIERARCHY,,${MASTER}/locationHierarchyLevels,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.maritalStatus,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.expiry.date.max.year,,10,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.residenceStatus,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.caddressLine2,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.middleName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
id-authentication-default.properties,spring.kafka.admin.properties.allow.auto.create.topics,,true,N/A,update-if-value-needs-change
resident-default.properties,mosip.identity.get.excluded.attribute.list,,"UIN,verifiedAttributes,IDSchemaVersion",N/A,update-if-value-needs-change
resident-default.properties,auth.types.allowed,,"otp-email,otp-phone,demo,bio-FINGER,bio-IRIS,bio-FACE",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.registrationType,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfAddress,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
credential-service-default.properties,mosip.mask.function.identityAttributes.email,,maskEmail,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.firstName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,PMS_PARTNER_MANAGER,,${mosip.pms.partnermanager.url}/v1/partnermanager,N/A,update-if-value-needs-change
resident-default.properties,amr-acr.json.filename,,amr-acr-mapping.json,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine2,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,idrepo-dummy-online-verification-partner-id,,MOVP,N/A,update-if-value-needs-change
kernel-default.properties,mosip.kernel.sms.number.min.length,,8,N/A,update-if-value-needs-change
syncdata-default.properties,spring.datasource.hikari.maximum-pool-size,,30,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.individualBiometrics[Face],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
credential-service-default.properties,mosip.credential.name.attribute.names,,"fullName,name",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.caddressLine1,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.lostuin.applicationdetails.fra,,réservation pour récupérer lUIN perdu,N/A,update-if-value-needs-change
data-share-default.properties,mosip.compliance.toolkit.invalidateDataShareToken.url,,${mosip.api.internal.toolkit.url}/invalidateDataShareToken,N/A,update-if-value-needs-change
partner-management-default.properties,mosip.pms.session.inactivity.timer,,25,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.dateOfBirth,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,IDREPO_IDENTITY_GET_DRAFT_UIN,,${IDREPO_IDENTITY}/draft/uin/{UIN},N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.czone,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
syncdata-default.properties,spring.datasource.hikari.minimum-idle,,10,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.cpostalCode,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.UIN,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.proofOfException,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.addressLine4,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
application-default.properties,mosip.id.validation.identity.phone,,^[+]*([0-9]{1})([0-9]{9})$,N/A,update-if-value-needs-change
kernel-default.properties,mosip.kernel.masterdata.template_idauthentication_event,,MASTERDATA_IDAUTHENTICATION_TEMPLATES,N/A,update-if-value-needs-change
application-default.properties,mosip.kernel.idobjectvalidator.mandatory-attributes.reg-processor.crvs_new,,"IDSchemaVersion,UIN,fullName,dateOfBirth|age,gender,addressLine1,region,province,city,zone",N/A,update-if-value-needs-change
pre-registration-default.properties,mosip.updateregistration.applicationdetails.fra,,réservation pour mettre à jour linscription,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.email,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,mosip.kernel.keymanager.hsm.config-path,,,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.proofOfException,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.province,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,IMMEDIATE_CHILDREN_BY_LOCATION_CODE,,${MASTER}/locations/immediatechildren,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.firstName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.packetvalidator.lastName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
id-authentication-default.properties,mosip.ida.kafka.bootstrap.servers,,"kafka-0.kafka-headless.${kafka.profile}:${kafka.port},kafka-1.kafka-headless.${kafka.profile}:${kafka.port},kafka-2.kafka-headless.${kafka.profile}:${kafka.port}",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.messagesender.parentOrGuardianRID,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.middleName,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
resident-default.properties,MACHINESTATUSUPDATE,,${MASTER}/machines,N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.individualBiometrics[Face],,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
registration-processor-default.properties,packetmanager.provider.workflowmanager.referenceIdentityNumber,,"source:REGISTRATION_CLIENT\/process:NEW|UPDATE|LOST,source:RESIDENT\/process:ACTIVATED|DEACTIVATED|RES_UPDATE|RES_REPRINT",N/A,update-if-value-needs-change
